0000000020;0010;20150714;151500;1.077
0000000020;0010;20150714;152000;1.077
0000000020;0010;20150714;152500;1.078
0000000020;0010;20150714;153000;1.077
0000000020;0010;20150714;153500;1.078
0000000020;0010;20150714;154000;1.077
0000000020;0010;20150714;154500;1.077
0000000020;0010;20150714;155000;1.078
0000000020;0010;20150714;155500;1.078
0000000020;0010;20150714;160000;1.078
0000000020;0010;20150714;160500;1.077
0000000020;0010;20150714;161000;1.077
0000000020;0010;20150714;161500;1.077
0000000020;0010;20150714;162000;1.076
0000000020;0010;20150714;162500;1.076
0000000020;0010;20150714;163000;1.076
0000000020;0010;20150714;163500;1.076
0000000020;0010;20150714;164000;[10]
0000000020;0010;20150714;164500;[10]
0000000020;0010;20150714;165000;[10]
0000000020;0010;20150714;165500;[10]
0000000020;0010;20150714;170000;[10]
0000000020;0010;20150714;170500;[10]
0000000020;0010;20150714;171000;[10]
0000000020;0010;20150714;171500;[10]
0000000020;0010;20150714;172000;[10]
0000000020;0010;20150714;172500;[10]
0000000020;0010;20150714;173000;[10]
0000000020;0010;20150714;173500;[10]
0000000020;0010;20150714;174000;[10]
0000000020;0010;20150714;174500;[10]
0000000020;0010;20150714;175000;[10]
0000000020;0010;20150714;175500;[10]
0000000020;0010;20150714;180000;[10]
0000000020;0010;20150714;180500;[10]
0000000020;0010;20150714;181000;[10]
0000000020;0010;20150714;181500;[10]
0000000020;0010;20150714;182000;[10]
0000000020;0010;20150714;182500;[10]
0000000020;0010;20150714;183000;[10]
0000000020;0010;20150714;183500;[10]
0000000020;0010;20150714;184000;[10]
0000000020;0010;20150714;184500;[10]
0000000020;0010;20150714;185000;[10]
0000000020;0010;20150714;185500;[10]
0000000020;0010;20150714;190000;[10]
0000000020;0010;20150714;190500;[10]
0000000020;0010;20150714;191000;[10]
0000000020;0010;20150714;191500;[10]
0000000020;0010;20150714;192000;[10]
0000000020;0010;20150714;192500;[10]
0000000020;0010;20150714;193000;[10]
0000000020;0010;20150714;193500;[10]
0000000020;0010;20150714;194000;[10]
0000000020;0010;20150714;194500;[10]
0000000020;0010;20150714;195000;[10]
0000000020;0010;20150714;195500;[10]
0000000020;0010;20150714;200000;[10]
0000000020;0010;20150714;200500;[10]
0000000020;0010;20150714;201000;[10]
0000000020;0010;20150714;201500;[10]
0000000020;0010;20150714;202000;[10]
0000000020;0010;20150714;202500;[10]
0000000020;0010;20150714;203000;[10]
0000000020;0010;20150714;203500;[10]
0000000020;0010;20150714;204000;[10]
0000000020;0010;20150714;204500;[10]
0000000020;0010;20150714;205000;[10]
0000000020;0010;20150714;205500;[10]
0000000020;0010;20150714;210000;[10]
0000000020;0010;20150714;210500;[10]
0000000020;0010;20150714;211000;[10]
0000000020;0010;20150714;211500;[10]
0000000020;0010;20150714;212000;[10]
0000000020;0010;20150714;212500;[10]
0000000020;0010;20150714;213000;[10]
0000000020;0010;20150714;213500;[10]
0000000020;0010;20150714;214000;[10]
0000000020;0010;20150714;214500;[10]
0000000020;0010;20150714;215000;[10]
0000000020;0010;20150714;215500;[10]
0000000020;0010;20150714;220000;[10]
0000000020;0010;20150714;220500;[10]
0000000020;0010;20150714;221000;[10]
0000000020;0010;20150714;221500;[10]
0000000020;0010;20150714;222000;[10]
0000000020;0010;20150714;222500;[10]
0000000020;0010;20150714;223000;[10]
0000000020;0010;20150714;223500;[10]
0000000020;0010;20150714;224000;[10]
0000000020;0010;20150714;224500;[10]
0000000020;0010;20150714;225000;[10]
0000000020;0010;20150714;225500;[10]
0000000020;0010;20150714;230000;[10]
0000000020;0010;20150714;230500;[10]
0000000020;0010;20150714;231000;[10]
0000000020;0010;20150714;231500;[10]
0000000020;0010;20150714;232000;[10]
0000000020;0010;20150714;232500;[10]
0000000020;0010;20150714;233000;[10]
0000000020;0010;20150714;233500;[10]
0000000020;0010;20150714;234000;[10]
0000000020;0010;20150714;234500;[10]
0000000020;0010;20150714;235000;[10]
0000000020;0010;20150714;235500;[10]
0000000020;0010;20150715;000000;[10]
0000000020;0010;20150715;000500;[10]
0000000020;0010;20150715;001000;[10]
0000000020;0010;20150715;001500;[10]
0000000020;0010;20150715;002000;[10]
0000000020;0010;20150715;002500;[10]
0000000020;0010;20150715;003000;[10]
0000000020;0010;20150715;003500;[10]
0000000020;0010;20150715;004000;[10]
0000000020;0010;20150715;004500;[10]
0000000020;0010;20150715;005000;[10]
0000000020;0010;20150715;005500;[10]
0000000020;0010;20150715;010000;[10]
0000000020;0010;20150715;010500;[10]
0000000020;0010;20150715;011000;[10]
0000000020;0010;20150715;011500;[10]
0000000020;0010;20150715;012000;[10]
0000000020;0010;20150715;012500;[10]
0000000020;0010;20150715;013000;[10]
0000000020;0010;20150715;013500;[10]
0000000020;0010;20150715;014000;[10]
0000000020;0010;20150715;014500;[10]
0000000020;0010;20150715;015000;[10]
0000000020;0010;20150715;015500;[10]
0000000020;0010;20150715;020000;[10]
0000000020;0010;20150715;020500;[10]
0000000020;0010;20150715;021000;[10]
0000000020;0010;20150715;021500;[10]
0000000020;0010;20150715;022000;[10]
0000000020;0010;20150715;022500;[10]
0000000020;0010;20150715;023000;[10]
0000000020;0010;20150715;023500;[10]
0000000020;0010;20150715;024000;[10]
0000000020;0010;20150715;024500;[10]
0000000020;0010;20150715;025000;[10]
0000000020;0010;20150715;025500;[10]
0000000020;0010;20150715;030000;[10]
0000000020;0010;20150715;030500;[10]
0000000020;0010;20150715;031000;[10]
0000000020;0010;20150715;031500;[10]
0000000020;0010;20150715;032000;[10]
0000000020;0010;20150715;032500;[10]
0000000020;0010;20150715;033000;[10]
