0000000001;0010;20150702;171500;[10]
0000000001;0010;20150702;173000;[10]
0000000001;0010;20150702;174500;[10]
0000000001;0010;20150702;180000;[10]
0000000001;0010;20150702;181500;[10]
0000000001;0010;20150702;183000;[10]
0000000001;0010;20150702;184500;[10]
0000000001;0010;20150702;190000;[10]
0000000001;0010;20150702;191500;[10]
0000000001;0010;20150702;193000;[10]
0000000001;0010;20150702;194500;[10]
0000000001;0010;20150702;200000;[10]
0000000001;0010;20150702;201500;[10]
0000000001;0010;20150702;203000;[10]
0000000001;0010;20150702;204500;[10]
0000000001;0010;20150702;210000;[10]
0000000001;0010;20150702;211500;[10]
0000000001;0010;20150702;213000;[10]
0000000001;0010;20150702;214500;[10]
0000000001;0010;20150702;220000;[10]
0000000001;0010;20150702;221500;[10]
0000000001;0010;20150702;223000;[10]
0000000001;0010;20150702;224500;[10]
0000000001;0010;20150702;230000;[10]
0000000001;0010;20150702;231500;[10]
0000000001;0010;20150702;233000;[10]
0000000001;0010;20150702;234500;[10]
0000000001;0010;20150703;000000;[10]
0000000001;0010;20150703;001500;[10]
0000000001;0010;20150703;003000;[10]
0000000001;0010;20150703;004500;[10]
0000000001;0010;20150703;010000;[10]
0000000001;0010;20150703;011500;[10]
0000000001;0010;20150703;013000;[10]
0000000001;0010;20150703;014500;[10]
0000000001;0010;20150703;020000;[10]
0000000001;0010;20150703;021500;[10]
0000000001;0010;20150703;023000;[10]
0000000001;0010;20150703;024500;[10]
0000000001;0010;20150703;030000;[10]
0000000001;0010;20150703;031500;[10]
0000000001;0010;20150703;033000;[10]
0000000001;0010;20150703;034500;[10]
0000000001;0010;20150703;040000;[10]
0000000001;0010;20150703;041500;[10]
0000000001;0010;20150703;043000;[10]
0000000001;0010;20150703;044500;[10]
0000000001;0010;20150703;050000;[10]
0000000001;0010;20150703;051500;[10]
0000000001;0010;20150703;053000;[10]
0000000001;0010;20150703;054500;[10]
0000000001;0010;20150703;060000;[10]
0000000001;0010;20150703;061500;[10]
0000000001;0010;20150703;063000;[10]
0000000001;0010;20150703;064500;[10]
0000000001;0010;20150703;070000;[10]
0000000001;0010;20150703;071500;[10]
0000000001;0010;20150703;073000;[10]
0000000001;0010;20150703;074500;[10]
0000000001;0010;20150703;080000;[10]
0000000001;0010;20150703;081500;[10]
0000000001;0002;20150702;171500;[10]
0000000001;0002;20150702;173000;[10]
0000000001;0002;20150702;174500;[10]
0000000001;0002;20150702;180000;[10]
0000000001;0002;20150702;181500;[10]
0000000001;0002;20150702;183000;[10]
0000000001;0002;20150702;184500;[10]
0000000001;0002;20150702;190000;[10]
0000000001;0002;20150702;191500;[10]
0000000001;0002;20150702;193000;[10]
0000000001;0002;20150702;194500;[10]
0000000001;0002;20150702;200000;[10]
0000000001;0002;20150702;201500;[10]
0000000001;0002;20150702;203000;[10]
0000000001;0002;20150702;204500;[10]
0000000001;0002;20150702;210000;[10]
0000000001;0002;20150702;211500;[10]
0000000001;0002;20150702;213000;[10]
0000000001;0002;20150702;214500;[10]
0000000001;0002;20150702;220000;
